VS__Z,VS__u,VS__w,VS__ezz,VS__kzz,VS__szz_bot,VS__szz_top,VS__sth_bot,VS__sth_top,S__Z,S__u,S__w,S__ezz,S__kzz,S__szz_bot,S__szz_top,S__sth_bot,S__sth_top,B__Z,B__u,B__w,B__ezz,B__kzz,B__szz_bot,B__szz_top,B__sth_bot,B__sth_top,I__Z,I__u,I__w,I__ezz,I__kzz,I__szz_Iot,I__szz_top,I__sth_Iot,I__sth_top,Q__Z,Q__u,Q__w,Q__ezz,Q__kzz,Q__szz_Qot,Q__szz_top,Q__sth_Qot,Q__sth_top
12016,0.231047194,-1.87315962,-0.00012464,-2.36E-10,-21.30003223,-21.29977245,12.09376584,12.09384377,8792,0.346935832,-1.155383003,-0.000105983,-1.51E-09,-15.66876183,-15.6674365,18.42842691,18.42882452,5136,0.45402345,-0.638417678,-0.000110424,-2.38E-09,-15.46553372,-15.46343723,22.06760163,22.06823057,,,,,,,,,,,,,,,,,,
12024.8,0.230961106,-1.874256034,-0.000124545,-2.36E-10,-21.28130225,-21.28104263,12.09249784,12.09257573,8797.6,0.346800038,-1.155976279,-0.000105901,-1.52E-09,-15.65363162,-15.65229835,18.42391308,18.42431306,5140.8,0.453858467,-0.63894753,-0.000110347,-2.33E-09,-15.4518047,-15.44975322,22.06201548,22.06263092,,,,,,,,,,,,,,,,,,
12033.6,0.230875001,-1.875351606,-0.000124449,-2.36E-10,-21.26257423,-21.26231477,12.09122779,12.09130563,8803.2,0.346664197,-1.156569094,-0.000105819,-1.53E-09,-15.63850544,-15.6371636,18.41939486,18.41979741,5145.6,0.453693431,-0.639477013,-0.00011027,-2.28E-09,-15.43807617,-15.43607567,22.05642603,22.05702618,,,,,,,,,,,,,,,,,,
12042.4,0.230788877,-1.876446338,-0.000124354,-2.36E-10,-21.24384819,-21.24358887,12.08995568,12.09003348,8808.8,0.346528308,-1.157161447,-0.000105736,-1.54E-09,-15.62338328,-15.62203225,18.41487225,18.41527755,5150.4,0.453528342,-0.640006127,-0.000110194,-2.21E-09,-15.42434794,-15.42240474,22.0508334,22.05141636,,,,,,,,,,,,,,,,,,
12051.2,0.230702734,-1.877540229,-0.000124258,-2.36E-10,-21.22512412,-21.22486495,12.08868152,12.08875927,8814.4,0.346392371,-1.157753339,-0.000105654,-1.55E-09,-15.60826514,-15.60690431,18.41034521,18.41075346,5155.2,0.453363203,-0.640534871,-0.000110117,-2.14E-09,-15.41061982,-15.40874064,22.04523775,22.0458015,,,,,,,,,,,,,,,,,,
12060,0.230616574,-1.87863328,-0.000124163,-2.36E-10,-21.20640202,-21.206143,12.08740531,12.08748302,8820,0.346256386,-1.158344769,-0.000105571,-1.56E-09,-15.59315104,-15.59177977,18.40581373,18.40622511,5160,0.453198014,-0.641063247,-0.00011004,-2.06E-09,-15.39689163,-15.39508355,22.03963922,22.04018164,,,,,,,,,,,,,,,,,,
12068.8,0.230530395,-1.87972549,-0.000124067,-2.36E-10,-21.1876819,-21.18742303,12.08612705,12.08620471,8825.6,0.346120351,-1.158935738,-0.000105489,-1.57E-09,-15.57804096,-15.57665865,18.40127778,18.40169247,5164.8,0.453032778,-0.641591253,-0.000109963,-1.97E-09,-15.3831632,-15.38143366,22.03403797,22.03455683,,,,,,,,,,,,,,,,,,
12077.6,0.230444198,-1.880816859,-0.000123972,-2.35E-10,-21.16896377,-21.16870505,12.08484673,12.08492434,8831.2,0.345984267,-1.159526246,-0.000105407,-1.59E-09,-15.56293489,-15.56154096,18.39673734,18.39715552,5169.6,0.452867496,-0.642118891,-0.000109886,-1.87E-09,-15.36943432,-15.36779116,22.0284342,22.02892715,,,,,,,,,,,,,,,,,,
12086.4,0.230357983,-1.881907388,-0.000123876,-2.35E-10,-21.15024762,-21.14998904,12.08356435,12.08364192,8836.8,0.345848133,-1.160116292,-0.000105324,-1.60E-09,-15.54783284,-15.54642673,18.39219238,18.39261421,5174.4,0.452702172,-0.64264616,-0.000109809,-1.76E-09,-15.35570483,-15.35415623,22.02282807,22.02329265,,,,,,,,,,,,,,,,,,
12095.2,0.230271749,-1.882997077,-0.00012378,-2.35E-10,-21.13153345,-21.13127502,12.08227992,12.08235745,8842.4,0.34571195,-1.160705877,-0.000105242,-1.61E-09,-15.53273478,-15.53131596,18.38764288,18.38806852,5179.2,0.452536807,-0.64317306,-0.000109732,-1.64E-09,-15.34197455,-15.34052906,22.0172198,22.01765345,,,,,,,,,,,,,,,,,,
12104,0.230185498,-1.884085925,-0.000123685,-2.35E-10,-21.11282128,-21.11256299,12.08099344,12.08107093,8848,0.345575715,-1.161295002,-0.00010516,-1.63E-09,-15.51764069,-15.5162087,18.38308881,18.38351841,5184,0.452371404,-0.643699591,-0.000109656,-1.52E-09,-15.32824331,-15.32690982,22.01160959,22.01200964,,,,,,,,,,,,,,,,,,
12112.8,0.230099228,-1.885173933,-0.00012359,-2.35E-10,-21.09411111,-21.09385296,12.0797049,12.07978235,8853.6,0.34543943,-1.161883665,-0.000105077,-1.64E-09,-15.50255054,-15.50110496,18.37853016,18.37896383,5188.8,0.452205966,-0.644225754,-0.000109579,-1.38E-09,-15.31451093,-15.31329868,22.00599766,22.00636134,,,,,,,,,,,,,,,,,,
12121.6,0.23001294,-1.886261101,-0.000123494,-2.35E-10,-21.07540293,-21.07514493,12.07841431,12.07849171,8859.2,0.345303093,-1.162471867,-0.000104995,-1.66E-09,-15.4874643,-15.48600481,18.37396689,18.37440474,5193.6,0.452040496,-0.644751547,-0.000109502,-1.23E-09,-15.30077727,-15.2996958,22.00038425,22.00070869,,,,,,,,,,,,,,,,,,
12130.4,0.229926634,-1.887347428,-0.000123399,-2.35E-10,-21.05669675,-21.05643889,12.07712166,12.07719902,8864.8,0.345166704,-1.163059608,-0.000104913,-1.68E-09,-15.47238194,-15.47090826,18.36939899,18.36984109,5198.4,0.451874998,-0.645276973,-0.000109425,-1.07E-09,-15.28704218,-15.28610134,21.99476961,21.99505186,,,,,,,,,,,,,,,,,,
12139.2,0.229840309,-1.888432916,-0.000123303,-2.35E-10,-21.03799257,-21.03773486,12.07582696,12.07590428,8870.4,0.345030262,-1.163646889,-0.00010483,-1.69E-09,-15.45730341,-15.45581539,18.36482644,18.36527284,5203.2,0.451709476,-0.64580203,-0.000109348,-8.99E-10,-15.27330552,-15.27251543,21.98915398,21.98939101,,,,,,,,,,,,,,,,,,
12148,0.229753967,-1.889517563,-0.000123208,-2.34E-10,-21.0192904,-21.01903284,12.07453021,12.07460748,8876,0.344893767,-1.164233708,-0.000104748,-1.71E-09,-15.44222865,-15.44072626,18.36024921,18.36069993,5208,0.451543933,-0.646326718,-0.000109272,-7.15E-10,-15.25956718,-15.2589382,21.98353765,21.98372634,,,,,,,,,,,,,,,,,,
12156.8,0.229667606,-1.890601371,-0.000123112,-2.34E-10,-21.00059023,-21.00033283,12.0732314,12.07330862,8881.6,0.344757219,-1.164820067,-0.000104666,-1.73E-09,-15.4271576,-15.42564092,18.3556673,18.35612231,5212.8,0.451378373,-0.646851038,-0.000109195,-5.20E-10,-15.24582705,-15.24536975,21.97792088,21.97805807,,,,,,,,,,,,,,,,,,
12165.6,0.229581227,-1.891684338,-0.000123017,-2.34E-10,-20.98189208,-20.98163484,12.07193053,12.07200771,8887.2,0.344620616,-1.165405966,-0.000104584,-1.74E-09,-15.41209019,-15.41055945,18.35108069,18.35153991,5217.6,0.451212801,-0.64737499,-0.000109118,-3.13E-10,-15.23208506,-15.23181017,21.97230397,21.97238643,,,,,,,,,,,,,,,,,,
12174.4,0.22949483,-1.892766466,-0.000122921,-2.34E-10,-20.96319594,-20.96293886,12.07062762,12.07070474,8892.8,0.344483959,-1.165991404,-0.000104501,-1.76E-09,-15.39702635,-15.39548196,18.34648937,18.34695269,5222.4,0.451047222,-0.647898573,-0.000109042,-9.28E-11,-15.21834114,-15.21825952,21.96668721,21.9667117,,,,,,,,,,,,,,,,,,
12183.2,0.229408415,-1.893847754,-0.000122826,-2.34E-10,-20.94450181,-20.94424491,12.06932264,12.06939971,8898.4,0.344347247,-1.166576381,-0.000104419,-1.77E-09,-15.38196597,-15.38040852,18.34189334,18.34236058,5227.2,0.450881641,-0.648421789,-0.000108965,1.39E-10,-15.20459526,-15.20471785,21.96107092,21.96103414,,,,,,,,,,,,,,,,,,
12192,0.229321982,-1.894928202,-0.00012273,-2.34E-10,-20.92580971,-20.92555299,12.06801562,12.06809263,8904,0.344210479,-1.167160898,-0.000104337,-1.79E-09,-15.36690897,-15.36533925,18.33729259,18.33776351,5232,0.450716064,-0.648944636,-0.000108888,3.84E-10,-15.19084741,-15.19118516,21.95545541,21.95535408,,,,,,,,,,,,,,,,,,
12200.8,0.22923553,-1.89600781,-0.000122635,-2.33E-10,-20.90711962,-20.9068631,12.06670654,12.0667835,8909.6,0.344073656,-1.167744954,-0.000104255,-1.80E-09,-15.35185523,-15.35027427,18.33268714,18.33316142,5236.8,0.450550495,-0.649467115,-0.000108812,6.41E-10,-15.17709762,-15.17766144,21.949841,21.94967185,,,,,,,,,,,,,,,,,,
12209.6,0.229149061,-1.897086579,-0.00012254,-2.33E-10,-20.88843156,-20.88817524,12.06539541,12.0654723,8915.2,0.343936775,-1.168328551,-0.000104173,-1.81E-09,-15.33680462,-15.3352137,18.32807698,18.32855425,5241.6,0.450384941,-0.649989227,-0.000108735,9.11E-10,-15.16334594,-15.16414662,21.94422803,21.94398782,,,,,,,,,,,,,,,,,,
12218.4,0.229062573,-1.898164509,-0.000122444,-2.33E-10,-20.86974551,-20.86948943,12.06408222,12.06415905,8920.8,0.343799839,-1.168911687,-0.00010409,-1.82E-09,-15.32175702,-15.32015769,18.32346213,18.32394193,5246.4,0.450219408,-0.65051097,-0.000108658,1.19E-09,-15.14959248,-15.15064063,21.93861683,21.93830238,,,,,,,,,,,,,,,,,,
12227.2,0.228976068,-1.899241598,-0.000122349,-2.33E-10,-20.8510615,-20.85080566,12.06276699,12.06284374,8926.4,0.343662845,-1.169494362,-0.000104008,-1.83E-09,-15.30671228,-15.30510639,18.31884263,18.3193244,5251.2,0.450053902,-0.651032346,-0.000108582,1.49E-09,-15.13583737,-15.13714331,21.93300774,21.93261596,,,,,,,,,,,,,,,,,,
12236,0.228889544,-1.900317849,-0.000122253,-2.33E-10,-20.83237951,-20.83212394,12.0614497,12.06152637,8932,0.343525794,-1.170076578,-0.000103926,-1.83E-09,-15.29167023,-15.29005996,18.3142185,18.31470158,5256,0.449888431,-0.651553354,-0.000108505,1.79E-09,-15.1220808,-15.1236545,21.9274011,21.92692899,,,,,,,,,,,,,,,,,,
12244.8,0.228803003,-1.90139326,-0.000122158,-2.32E-10,-20.81369956,-20.81344427,12.06013037,12.06020695,8937.6,0.343388685,-1.170658334,-0.000103844,-1.83E-09,-15.27663071,-15.27501859,18.30958978,18.31007342,5260.8,0.449723001,-0.652073995,-0.000108429,2.11E-09,-15.10832301,-15.11017396,21.92179726,21.92124198,,,,,,,,,,,,,,,,,,
12253.6,0.228716443,-1.902467832,-0.000122063,-2.32E-10,-20.79502163,-20.79476666,12.05880898,12.05888547,8943.2,0.343251519,-1.17123963,-0.000103762,-1.83E-09,-15.26159353,-15.25998246,18.30495653,18.30543985,5265.6,0.449557619,-0.652594268,-0.000108352,2.43E-09,-15.09456427,-15.09670141,21.91619656,21.91555542,,,,,,,,,,,,,,,,,,
12262.4,0.228629866,-1.903541564,-0.000121967,-2.32E-10,-20.77634574,-20.77609112,12.05748555,12.05756194,8948.8,0.343114295,-1.171820465,-0.00010368,-1.83E-09,-15.2465585,-15.24495178,18.3003188,18.30080082,5270.4,0.449392294,-0.653114174,-0.000108275,2.77E-09,-15.08080496,-15.0832365,21.91059932,21.90986986,,,,,,,,,,,,,,,,,,
12271.2,0.22854327,-1.904614457,-0.000121872,-2.31E-10,-20.75767189,-20.75741763,12.05616007,12.05623634,8954.4,0.342977014,-1.172400841,-0.000103598,-1.82E-09,-15.2315254,-15.22992676,18.29567667,18.29615626,5275.2,0.449227032,-0.653633713,-0.000108199,3.11E-09,-15.06704546,-15.06977883,21.90500589,21.90418588,,,,,,,,,,,,,,,,,,
12280,0.228456657,-1.905686512,-0.000121777,-2.31E-10,-20.73900007,-20.73874623,12.05483254,12.0549087,8960,0.342839676,-1.172980757,-0.000103515,-1.80E-09,-15.21649401,-15.21490765,18.29103023,18.29150614,5280,0.449061842,-0.654152884,-0.000108122,3.46E-09,-15.05328626,-15.05632792,21.89941659,21.89850409,,,,,,,,,,,,,,,,,,
12288.8,0.228370026,-1.906757727,-0.000121681,-2.31E-10,-20.7203303,-20.72007689,12.05350298,12.053579,8965.6,0.342702282,-1.173560214,-0.000103433,-1.79E-09,-15.20146409,-15.19989467,18.28637957,18.2868504,5284.8,0.448896732,-0.654671688,-0.000108046,3.82E-09,-15.03952791,-15.04288324,21.89383172,21.89282512,,,,,,,,,,,,,,,,,,
12297.6,0.228283377,-1.907828103,-0.000121586,-2.30E-10,-20.70166256,-20.70140964,12.05217137,12.05224725,8971.2,0.342564832,-1.174139211,-0.000103351,-1.76E-09,-15.1864354,-15.18488809,18.28172482,18.28218901,5289.6,0.448731709,-0.655190126,-0.00010797,4.18E-09,-15.02577105,-15.02944415,21.88825158,21.88714965,,,,,,,,,,,,,,,,,,
12306.4,0.22819671,-1.90889764,-0.000121491,-2.30E-10,-20.68299687,-20.68274447,12.05083772,12.05091344,8976.8,0.342427326,-1.174717748,-0.000103269,-1.73E-09,-15.17140768,-15.16988817,18.2770661,18.27752195,5294.4,0.448566783,-0.655708197,-0.000107893,4.54E-09,-15.01201636,-15.01600996,21.88267644,21.88147836,,,,,,,,,,,,,,,,,,
12315.2,0.228110025,-1.909966339,-0.000121395,-2.29E-10,-20.66433323,-20.66408138,12.04950204,12.04957759,8982.4,0.342289766,-1.175295825,-0.000103187,-1.69E-09,-15.15638065,-15.15489518,18.27240355,18.27284919,5299.2,0.448401962,-0.656225901,-0.000107817,4.91E-09,-14.99826466,-15.00257987,21.87710657,21.87581201,,,,,,,,,,,,,,,,,,
12324,0.228023323,-1.911034199,-0.0001213,-2.29E-10,-20.64567165,-20.64542038,12.04816432,12.04823969,8988,0.342152153,-1.175873444,-0.000103105,-1.64E-09,-15.14135404,-15.13990942,18.26773735,18.26817074,5304,0.448237253,-0.656743238,-0.00010774,5.27E-09,-14.98451683,-14.98915301,21.87154219,21.87015134,,,,,,,,,,,,,,,,,,
12332.8,0.227936602,-1.912101219,-0.000121205,-2.28E-10,-20.62701211,-20.62676148,12.04682456,12.04689975,8993.6,0.342014489,-1.176450602,-0.000103023,-1.59E-09,-15.12632756,-15.12493118,18.26306768,18.26348659,5308.8,0.448072666,-0.657260209,-0.000107664,5.64E-09,-14.97077385,-14.97572838,21.8659835,21.86449715,,,,,,,,,,,,,,,,,,
12341.6,0.227849865,-1.913167402,-0.000121109,-2.27E-10,-20.60835464,-20.60810467,12.04548278,12.04555777,8999.2,0.341876775,-1.177027302,-0.000102941,-1.52E-09,-15.11130091,-15.10996077,18.25839473,18.25879678,5313.6,0.447908209,-0.657776813,-0.000107588,5.99E-09,-14.95703682,-14.96230491,21.86043067,21.85885024,,,,,,,,,,,,,,,,,,
12350.4,0.227763109,-1.914232745,-0.000121014,-2.27E-10,-20.58969922,-20.58944996,12.04413897,12.04421375,9004.8,0.341739013,-1.177603542,-0.000102859,-1.45E-09,-15.0962738,-15.09499848,18.25371874,18.25410134,5318.4,0.44774389,-0.658293052,-0.000107512,6.34E-09,-14.94330692,-14.94888141,21.85488382,21.85321147,,,,,,,,,,,,,,,,,,
12359.2,0.227676336,-1.915297251,-0.000120919,-2.26E-10,-20.57104588,-20.57079734,12.04279313,12.04286769,9010.4,0.341601206,-1.178179323,-0.000102777,-1.37E-09,-15.08124591,-15.08004463,18.24903996,18.24940034,5323.2,0.447579717,-0.658808924,-0.000107435,6.68E-09,-14.92958546,-14.93545659,21.84934302,21.84758168,,,,,,,,,,,,,,,,,,
12368,0.227589546,-1.916360917,-0.000120824,-2.25E-10,-20.55239462,-20.55214683,12.04144527,12.0415196,9016,0.341463356,-1.178754645,-0.000102695,-1.27E-09,-15.06621695,-15.06509952,18.24435864,18.24469386,5328,0.447415698,-0.659324431,-0.000107359,7.00E-09,-14.91587385,-14.92202901,21.84380832,21.84196177,,,,,,,,,,,,,,,,,,
12376.8,0.227502738,-1.917423746,-0.000120728,-2.25E-10,-20.53374543,-20.5334984,12.04009538,12.04016949,9021.6,0.341325466,-1.179329508,-0.000102613,-1.16E-09,-15.05118661,-15.05016348,18.23967507,18.23998201,5332.8,0.44725184,-0.659839572,-0.000107283,7.31E-09,-14.90217366,-14.90859716,21.83827969,21.83635264,,,,,,,,,,,,,,,,,,
12385.6,0.227415912,-1.918485736,-0.000120633,-2.24E-10,-20.51509834,-20.51485207,12.03874348,12.03881736,9027.2,0.341187539,-1.179903912,-0.000102531,-1.04E-09,-15.03615461,-15.0352368,18.23498958,18.23526492,5337.6,0.447088151,-0.660354347,-0.000107207,7.59E-09,-14.88848653,-14.89515935,21.83275703,21.83075518,,,,,,,,,,,,,,,,,,
12394.4,0.22732907,-1.919546887,-0.000120538,-2.23E-10,-20.49645335,-20.49620783,12.03738956,12.03746321,9032.8,0.34104958,-1.180477857,-0.000102449,-9.11E-10,-15.02112064,-15.02031977,18.2303025,18.23054275,5342.4,0.446924636,-0.660868756,-0.000107131,7.85E-09,-14.87481428,-14.8817138,21.82724019,21.82517034,,,,,,,,,,,,,,,,,,
12403.2,0.227242209,-1.920607201,-0.000120443,-2.23E-10,-20.47781048,-20.47756568,12.03603361,12.03610705,9038.4,0.340911593,-1.181051344,-0.000102367,-7.64E-10,-15.00608443,-15.00541269,18.22561418,18.2258157,5347.2,0.446761302,-0.661382801,-0.000107055,8.08E-09,-14.86115883,-14.86825859,21.82172895,21.81959903,,,,,,,,,,,,,,,,,,
12412,0.227155332,-1.921666676,-0.000120347,-2.22E-10,-20.45916972,-20.4589256,12.03467566,12.03474889,9044,0.340773581,-1.181624371,-0.000102285,-6.03E-10,-14.99104573,-14.9905158,18.22092502,18.221084,5352,0.446598154,-0.66189648,-0.000106978,8.27E-09,-14.84752225,-14.85479164,21.81622299,21.81404217,,,,,,,,,,,,,,,,,,
12420.8,0.227068438,-1.922725313,-0.000120252,-2.22E-10,-20.44053111,-20.4402876,12.03331568,12.03338873,9049.6,0.340635551,-1.18219694,-0.000102204,-4.26E-10,-14.9760043,-14.97562936,18.21623542,18.2163479,5356.8,0.446435197,-0.662409794,-0.000106902,8.42E-09,-14.83390675,-14.84131075,21.81072191,21.80850071,,,,,,,,,,,,,,,,,,
12429.6,0.226981526,-1.923783113,-0.000120157,-2.21E-10,-20.42189465,-20.42165166,12.03195368,12.03202658,9055.2,0.340497507,-1.182769051,-0.000102122,-2.35E-10,-14.96095993,-14.96075358,18.21154581,18.21160771,5361.6,0.446272433,-0.662922744,-0.000106826,8.53E-09,-14.82031469,-14.82781358,21.8052252,21.80297553,,,,,,,,,,,,,,,,,,
12438.4,0.226894597,-1.924840074,-0.000120062,-2.21E-10,-20.40326037,-20.40301777,12.03058967,12.03066244,9060.8,0.340359456,-1.183340703,-0.00010204,-2.71E-11,-14.94591245,-14.94588865,18.20685664,18.20686378,5366.4,0.446109866,-0.663435328,-0.000106751,8.59E-09,-14.80674856,-14.81429763,21.79973227,21.79746755,,,,,,,,,,,,,,,,,,
12447.2,0.226807651,-1.925896197,-0.000119966,-2.21E-10,-20.38462827,-20.38438592,12.02922362,12.02929633,9066.4,0.340221404,-1.183911897,-0.000101958,1.97E-10,-14.93086172,-14.93103471,18.2021684,18.20211651,5371.2,0.445947497,-0.663947549,-0.000106675,8.59E-09,-14.79321101,-14.80076027,21.7942424,21.79197762,,,,,,,,,,,,,,,,,,
12456,0.226720688,-1.926951483,-0.000119871,-2.20E-10,-20.36599839,-20.3657561,12.02785555,12.02792824,9072,0.340083358,-1.184482632,-0.000101876,4.37E-10,-14.91580764,-14.91619185,18.19748158,18.19736632,5376,0.445785325,-0.664459405,-0.000106599,8.52E-09,-14.77970482,-14.78719869,21.78875475,21.78650659,,,,,,,,,,,,,,,,,,
12464.8,0.226633708,-1.928005931,-0.000119776,-2.21E-10,-20.34737074,-20.34712828,12.02648544,12.02655818,9077.6,0.339945326,-1.185052909,-0.000101794,6.94E-10,-14.90075018,-14.90136012,18.19279669,18.1926137,5380.8,0.44562335,-0.664970896,-0.000106523,8.39E-09,-14.76623295,-14.77360998,21.78326835,21.78105524,,,,,,,,,,,,,,,,,,
12473.6,0.226546711,-1.929059541,-0.000119681,-2.21E-10,-20.32874536,-20.32850245,12.02511329,12.02518616,9083.2,0.339807316,-1.185622729,-0.000101713,9.67E-10,-14.88568936,-14.88653951,18.18811426,18.18785921,5385.6,0.445461568,-0.665482024,-0.000106447,8.18E-09,-14.75279846,-14.75999105,21.7777821,21.77562432,,,,,,,,,,,,,,,,,,
12482.4,0.226459697,-1.930112314,-0.000119586,-2.22E-10,-20.31012226,-20.30987858,12.02373908,12.02381218,9088.8,0.339669336,-1.18619209,-0.000101631,1.26E-09,-14.87062527,-14.87172993,18.18343483,18.18310343,5390.4,0.445299974,-0.665992788,-0.000106371,7.89E-09,-14.7394046,-14.74633868,21.77229474,21.77021452,,,,,,,,,,,,,,,,,,
12491.2,0.226372665,-1.931164249,-0.00011949,-2.23E-10,-20.29150148,-20.29125667,12.0223628,12.02243624,9094.4,0.339531396,-1.186760993,-0.000101549,1.56E-09,-14.85555809,-14.85693122,18.17875896,18.17834703,5395.2,0.445138562,-0.666503188,-0.000106295,7.50E-09,-14.72605473,-14.73264949,21.76680486,21.76482643,,,,,,,,,,,,,,,,,,
12500,0.226285617,-1.932215347,-0.000119395,-2.24E-10,-20.27288304,-20.27263667,12.02098443,12.02105834,9100,0.339393505,-1.187329439,-0.000101467,1.88E-09,-14.84048808,-14.84214311,18.17408721,18.1735907,5400,0.444977322,-0.667013225,-0.00010622,7.02E-09,-14.71275237,-14.71891999,21.76131089,21.7594606,,,,,,,,,,,,,,,,,,
12508.8,0.226198551,-1.933265607,-0.0001193,-2.26E-10,-20.25426698,-20.25401857,12.01960397,12.01967849,9105.6,0.339255672,-1.187897428,-0.000101386,2.22E-09,-14.82541559,-14.82736527,18.16942015,18.16883524,5404.8,0.444816244,-0.667522898,-0.000106144,6.42E-09,-14.69950115,-14.70514653,21.75581106,21.75411745,,,,,,,,,,,,,,,,,,
12517.6,0.226111467,-1.93431503,-0.000119205,-2.28E-10,-20.23565333,-20.23540235,12.01822138,12.01829667,9111.2,0.33911791,-1.188464959,-0.000101304,2.57E-09,-14.81034108,-14.81259723,18.16475832,18.16408147,5409.6,0.444655314,-0.668032208,-0.000106068,5.71E-09,-14.68630485,-14.69132537,21.75030346,21.7487973,,,,,,,,,,,,,,,,,,
12526.4,0.226024366,-1.935363615,-0.00011911,-2.31E-10,-20.21704212,-20.21678797,12.01683664,12.01691289,9116.8,0.338980228,-1.189032032,-0.000101222,2.93E-09,-14.79526514,-14.79783842,18.16010229,18.15933031,5414.4,0.444494514,-0.668541154,-0.000105993,4.87E-09,-14.67316734,-14.67745261,21.74478594,21.74350036,,,,,,,,,,,,,,,,,,
12535.2,0.225937247,-1.936411364,-0.000119015,-2.35E-10,-20.19843338,-20.19817541,12.01544973,12.01552712,9122.4,0.338842637,-1.189598649,-0.000101141,3.30E-09,-14.7801885,-14.78308813,18.1554526,18.15458271,5419.2,0.444333827,-0.669049738,-0.000105917,3.90E-09,-14.66009261,-14.66352427,21.73925618,21.73822668,,,,,,,,,,,,,,,,,,
12544,0.225850109,-1.937458275,-0.00011892,-2.39E-10,-20.17982715,-20.17956464,12.01406061,12.01413936,9128,0.33870515,-1.190164808,-0.000101059,3.68E-09,-14.76511199,-14.7683455,18.15080976,18.14983971,5424,0.44417323,-0.669557959,-0.000105842,2.79E-09,-14.64708477,-14.64953626,21.73371162,21.73297618,,,,,,,,,,,,,,,,,,
12552.8,0.225762954,-1.938504349,-0.000118825,-2.44E-10,-20.16122345,-20.16095565,12.01266925,12.01274959,9133.6,0.338567779,-1.190730511,-0.000100978,4.06E-09,-14.75003665,-14.75360953,18.14617426,18.1451024,5428.8,0.444012696,-0.670065817,-0.000105766,1.52E-09,-14.63414797,-14.63548443,21.72814952,21.72774858,,,,,,,,,,,,,,,,,,
12561.6,0.225675779,-1.939549586,-0.000118729,-2.49E-10,-20.14262231,-20.14234841,12.01127562,12.01135779,9139.2,0.338430535,-1.191295757,-0.000100896,4.45E-09,-14.73496364,-14.73887905,18.14154656,18.14037194,5433.6,0.443852198,-0.670573313,-0.00010569,8.88E-11,-14.62128645,-14.62136454,21.72256687,21.72254345,,,,,,,,,,,,,,,,,,
12570.4,0.225588585,-1.940593987,-0.000118634,-2.56E-10,-20.12402376,-20.12374291,12.00987966,12.00996392,9144.8,0.33829343,-1.191860547,-0.000100815,4.84E-09,-14.71989434,-14.7241527,18.13692706,18.13564955,5438.4,0.443691701,-0.671080446,-0.000105615,-1.52E-09,-14.6085045,-14.6071723,21.71696046,21.71736012,,,,,,,,,,,,,,,,,,
12579.2,0.225501371,-1.94163755,-0.000118539,-2.63E-10,-20.1054278,-20.10513913,12.00848134,12.00856794,9150.4,0.338156478,-1.19242488,-0.000100733,5.23E-09,-14.70483028,-14.70942894,18.13231612,18.13093652,5443.2,0.443531168,-0.671587216,-0.000105539,-3.30E-09,-14.59580644,-14.59290341,21.7113268,21.71219771,,,,,,,,,,,,,,,,,,
12588,0.225414137,-1.942680277,-0.000118444,-2.71E-10,-20.08683446,-20.08653707,12.00708061,12.00716983,9156,0.33801969,-1.192988757,-0.000100652,5.61E-09,-14.68977323,-14.69470601,18.127714,18.12623417,5448,0.44337056,-0.672093624,-0.000105464,-5.28E-09,-14.58319659,-14.57855355,21.70566218,21.70705509,,,,,,,,,,,,,,,,,,
12596.8,0.225326882,-1.943722167,-0.000118349,-2.79E-10,-20.06824373,-20.06793673,12.00567742,12.00576952,9161.6,0.337883077,-1.193552179,-0.00010057,5.98E-09,-14.67472516,-14.67998196,18.12312092,18.12154388,5452.8,0.443209829,-0.67259967,-0.000105388,-7.46E-09,-14.57067926,-14.56411841,21.69996263,21.70193088,,,,,,,,,,,,,,,,,,
